Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
27,Male,Kalutara,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,58382.0,Rejected
35,Male,Nuwara Eliya,Diploma,NVQ Level 3,6.1,"English,Tamil","Elderly care,Patient care,Palliative care",All-around,Hourly,51774.0,Accepted
41,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,45710.0,Rejected
30,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,52472.0,Accepted
22,Male,Kalutara,Secondary/Diploma/Short Course,Diploma in Caregiving,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,39294.0,Rejected
31,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,67627.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,67692.0,Accepted
32,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,76160.0,Rejected
50,Male,Matara,Secondary/Short Course,Short caregiving course,3.3,"Sinhala,English",Elderly care,Looking after,Live-in,34714.0,Accepted
23,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,28094.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,55800.0,Accepted
42,Male,Galle,Diploma,NVQ Level 3,2.2,"Sinhala,English",Disability care,All-around,Full-day,45532.0,Accepted
33,Male,Colombo,Short Course,Short caregiving course,1.0,"Sinhala,English",Elderly care,Looking after,Live-in,83974.0,Accepted
28,Male,Kegalle,Diploma,Diploma in Caregiving,0.6,"Sinhala,English",Disability care,Looking after,Half-day,42098.0,Accepted
57,Male,Jaffna,Diploma,NVQ Level 3,4.1,Sinhala,Disability care,All-around,Live-in,80220.0,Accepted
39,Male,Kegalle,Diploma,NVQ Level 3,5.5,"Sinhala,English",Disability care,All-around,Full-day,24626.0,Accepted
37,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42761.0,Accepted
26,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,31734.0,Rejected
35,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,46416.0,Rejected
32,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Hourly,32329.0,Rejected
30,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,51092.0,Rejected
27,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Patient care,Supervising,Full-day,0.0,Accepted
36,Female,Colombo,Short Course,Short caregiving course,3.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,62341.0,Accepted
42,Female,Kalutara,Diploma,"NVQ Level 3,Diploma in Caregiving",2.2,"Sinhala,English",Child care,Looking after,Full-day,21015.0,Accepted
39,Male,Kegalle,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",3.6,"Sinhala,English",Disability care,"Looking after,Supervising",Live-in,28169.0,Accepted
43,Male,Gampaha,Diploma,Short caregiving course,5.4,"Sinhala,English",Disability care,Looking after,Full-day,22905.0,Accepted
44,Male,Kegalle,Diploma,NVQ Level 3,2.8,"Sinhala,English",Disability care,Looking after,Half-day,49034.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,19287.0,Accepted
44,Male,Matara,Diploma/Degree,Short caregiving course,4.6,"Sinhala,English",Elderly care,Looking after,Live-in,58781.0,Accepted
35,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,62703.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,40686.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,49464.0,Rejected
45,Male,Monaragala,Diploma,NVQ Level 3,5.0,"Sinhala,English","Elderly care,Disability care",Looking after,Hourly,9758.0,Accepted
34,Male,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Elderly care,Looking after,Half-day,88063.0,Accepted
52,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",6.9,"Sinhala,English",Elderly care,Looking after,Full-day,109888.0,Accepted
21,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,67502.0,Accepted
35,Male,Kegalle,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,67235.0,Accepted
33,Male,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,25912.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,4.3,"Sinhala,English",Disability care,Looking after,Half-day,52281.0,Accepted
33,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,93850.0,Accepted
38,Male,Kegalle,Diploma,NVQ Level 3,4.5,"Sinhala,English",Disability care,All-around,Full-day,42291.0,Accepted
41,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,3.5,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
45,Female,Colombo,Degree,"NVQ Level 3,First Aid Certificate",1.0,"Sinhala,English",Patient care,Looking after,Full-day,94804.0,Accepted
32,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Elderly care,Looking after,Half-day,45477.0,Accepted
43,Male,Colombo,Diploma,NVQ Level 3,5.0,"Sinhala,English",Elderly care,Looking after,Full-day,71754.0,Accepted
25,Male,Gampaha,Short Course,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,68442.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Hourly,53340.0,Rejected
54,Male,Nuwara Eliya,Secondary/Short Course,NVQ Level 3,6.4,Sinhala,Elderly care,All-around,Live-in,25641.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,40355.0,Accepted
40,Female,Colombo,Short Course,Short caregiving course,2.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,33257.0,Accepted
27,Female,Kegalle,Diploma,Diploma in Caregiving,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,38325.0,Accepted
34,Male,Kegalle,Diploma,NVQ Level 3,2.4,"Sinhala,English",Disability care,Looking after,Full-day,25986.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,10835.0,Rejected
24,Male,Kurunegala,Diploma,NVQ Level 3,0.7,"Sinhala,English","Patient care,Palliative care",Supervising,Hourly,24259.0,Rejected
31,Male,Colombo,Diploma,Short caregiving course,3.0,"Sinhala,English",Elderly care,Looking after,Live-in,48906.0,Accepted
25,Female,Gampaha,Short Course,Diploma in Caregiving,0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,21279.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,11896.0,Accepted
29,Male,Jaffna,Diploma,NVQ Level 3,4.7,"English,Tamil","Elderly care,Patient care,Palliative care",All-around,Hourly,43907.0,Accepted
49,Male,Monaragala,Secondary/Short Course,NVQ Level 3,3.9,"Sinhala,English",Elderly care,All-around,Live-in,43932.0,Accepted
43,Male,Kurunegala,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
43,Male,Colombo,Secondary,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Live-in,60245.0,Accepted
31,Male,Gampaha,Diploma,Diploma in Caregiving,3.0,"Sinhala,English",Disability care,Looking after,Half-day,34832.0,Accepted
32,Female,Gampaha,Short Course,NVQ Level 3,3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,43466.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,46904.0,Rejected
38,Male,Galle,Diploma,NVQ Level 3,3.0,"Sinhala,English",Patient care,All-around,Full-day,61263.0,Accepted
28,Male,Jaffna,Diploma,NVQ Level 3,3.6,"English,Tamil",Domestic support,All-around,Hourly,0.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,48956.0,Accepted
51,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,76353.0,Accepted
30,Male,Galle,Short Course,Diploma in Caregiving,3.4,"Sinhala,English",Elderly care,All-around,Full-day,20091.0,Accepted
35,Male,Jaffna,Diploma,NVQ Level 3,1.8,"Sinhala,English",Disability care,All-around,Full-day,18330.0,Accepted
49,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Full-day,56607.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,42712.0,Rejected
42,Male,Colombo,Short Course,Short caregiving course,2.3,"Sinhala,English",Disability care,Looking after,Half-day,60156.0,Accepted
38,Female,Kalutara,Degree,NVQ Level 3,1.4,"Sinhala,English",Disability care,Looking after,Half-day,69034.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,84007.0,Rejected
32,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,44375.0,Accepted
32,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,33151.0,Rejected
20,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,67152.0,Rejected
35,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,64029.0,Rejected
33,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Child care,Looking after,Half-day,34958.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,39191.0,Rejected
48,Male,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,All-around,Full-day,29372.0,Accepted
23,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,28210.0,Rejected
31,Male,Gampaha,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,44330.0,Accepted
25,Male,Kurunegala,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Hourly,16895.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,43497.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,45544.0,Rejected
21,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,14817.0,Accepted
33,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,41696.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Half-day,6729.0,Accepted
20,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,59911.0,Rejected
24,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,47227.0,Accepted
33,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",3.6,"Sinhala,English",Elderly care,Looking after,Full-day,86564.0,Accepted
24,Female,Ratnapura,Diploma,NVQ Level 3,0.8,"Sinhala,English",Patient care,Supervising,Full-day,52247.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,43232.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,42132.0,Rejected
23,Male,Kegalle,Diploma,Diploma in Caregiving,2.4,"Sinhala,English",Disability care,Looking after,Half-day,19013.0,Accepted
41,Male,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Full-day,67318.0,Accepted
53,Male,Vavuniya,Diploma/Degree,Short caregiving course,5.7,"Sinhala,Tamil","Elderly care,Disability care",All-around,Live-in,39291.0,Accepted
25,Male,Colombo,Short Course,Diploma in Caregiving,0.7,"Sinhala,English",Disability care,Looking after,Half-day,46573.0,Accepted
32,Male,Kegalle,Short Course,Diploma in Caregiving,0.3,"Sinhala,English",Disability care,Looking after,Half-day,34261.0,Accepted
32,Male,Kurunegala,Diploma,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Hourly,12583.0,Accepted
34,Male,Gampaha,Diploma/Short Course,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Hourly,39844.0,Accepted
25,Female,Ratnapura,Diploma,NVQ Level 3,0.4,Sinhala,Patient care,All-around,Full-day,82321.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,6768.0,Rejected
29,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Elderly care,Looking after,Half-day,67729.0,Accepted
38,Male,Monaragala,Degree,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
33,Female,Colombo,Short Course,NVQ Level 3,0.7,Sinhala,Elderly care,Looking after,Half-day,67491.0,Rejected
28,Male,Kegalle,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,25925.0,Accepted
24,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,27162.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,19998.0,Rejected
27,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,44680.0,Accepted
31,Male,Gampaha,Diploma,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Half-day,38882.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 4,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,73256.0,Accepted
28,Female,Gampaha,Diploma,NVQ Level 3,3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,51972.0,Accepted
37,Male,Kalutara,Secondary/Diploma,NVQ Level 3,5.7,"Sinhala,English",Elderly care,Looking after,Full-day,96007.0,Accepted
34,Male,Colombo,Diploma,Short caregiving course,4.5,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,77843.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,37828.0,Accepted
41,Male,Kurunegala,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,53326.0,Accepted
38,Male,Kalutara,Diploma,NVQ Level 3,3.6,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,16765.0,Accepted
51,Male,Monaragala,Diploma,NVQ Level 3,6.4,"Sinhala,English",Elderly care,Looking after,Full-day,55508.0,Accepted
20,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,54339.0,Accepted
34,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,68699.0,Accepted
26,Female,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,14897.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,26013.0,Rejected
34,Female,Gampaha,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,5824.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,45325.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Patient care,All-around,Full-day,52350.0,Accepted
50,Male,Kegalle,Degree,NVQ Level 3,2.7,"Sinhala,English",Disability care,Looking after,Full-day,67895.0,Accepted
22,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,74289.0,Rejected
32,Male,Kalutara,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,63298.0,Accepted
24,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,5076.0,Rejected
41,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,38185.0,Accepted
50,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,73451.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,All-around,Full-day,41369.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,66269.0,Accepted
42,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,66609.0,Rejected
45,Male,Kalutara,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,74544.0,Accepted
24,Female,Ratnapura,Diploma,NVQ Level 3,0.6,"Sinhala,English",Patient care,Supervising,Full-day,41280.0,Accepted
49,Female,Kegalle,Diploma,NVQ Level 3,2.8,"Sinhala,English",Disability care,Looking after,Full-day,34284.0,Accepted
39,Male,Colombo,Diploma,Short caregiving course,1.3,"Sinhala,English",Disability care,Looking after,Full-day,34874.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,20183.0,Accepted
26,Male,Galle,Diploma,Diploma in Caregiving,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,20265.0,Accepted
22,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,42697.0,Rejected
39,Male,Kalutara,Secondary/Diploma,NVQ Level 3,5.9,"Sinhala,English",Disability care,Looking after,Live-in,46471.0,Accepted
38,Male,Colombo,Secondary,"NVQ Level 3,Diploma in Caregiving",2.6,"Sinhala,English",Elderly care,Looking after,Half-day,36306.0,Accepted
30,Female,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,55368.0,Rejected
24,Male,Gampaha,Short Course,NVQ Level 3,2.8,"Sinhala,English",Disability care,Looking after,Half-day,6061.0,Accepted
38,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,86778.0,Accepted
24,Female,Gampaha,Diploma,NVQ Level 3,0.9,"Sinhala,English",Child care,Looking after,Half-day,70229.0,Accepted
33,Male,Kegalle,Diploma,NVQ Level 3,2.1,"Sinhala,English",Disability care,Supervising,Full-day,49413.0,Accepted
32,Female,Gampaha,Short Course,Diploma in Caregiving,0.8,"Sinhala,English",Disability care,Looking after,Half-day,28913.0,Accepted
21,Female,Matara,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,39250.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
36,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.3,"Sinhala,English",Child care,Looking after,Half-day,28732.0,Accepted
32,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,35556.0,Accepted
35,Male,Kalutara,Secondary/Diploma,NVQ Level 3,2.9,Sinhala,Elderly care,Looking after,Live-in,21548.0,Accepted
41,Male,Kegalle,Degree,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English","Elderly care,Disability care",Looking after,Half-day,71165.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,37620.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Full-day,44037.0,Accepted
38,Male,Kegalle,Diploma,"First Aid Certificate,Diploma in Caregiving",3.7,"Sinhala,English",Disability care,"Looking after,Supervising",Full-day,7257.0,Accepted
35,Female,Kalutara,Degree,NVQ Level 3,0.1,"Sinhala,English",Child care,Looking after,Half-day,39307.0,Rejected
35,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,71417.0,Rejected
23,Female,Gampaha,Short Course,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,56611.0,Accepted
47,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English",Patient care,Looking after,Full-day,72695.0,Accepted
27,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,43342.0,Rejected
42,Female,Kalutara,Diploma,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,41490.0,Accepted
55,Female,Kegalle,Diploma,"NVQ Level 3,Diploma in Caregiving",4.5,"Sinhala,English",Disability care,Looking after,Half-day,41612.0,Accepted
48,Male,Kegalle,Diploma,NVQ Level 3,2.9,"Sinhala,English",Disability care,Looking after,Full-day,80596.0,Accepted
26,Male,Galle,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,All-around,Full-day,53216.0,Accepted
23,Male,Kegalle,Diploma,Diploma in Caregiving,0.7,"Sinhala,English",Disability care,Looking after,Half-day,35899.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,67978.0,Rejected
33,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,59761.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Patient care,All-around,Full-day,21671.0,Accepted
42,Male,Nuwara Eliya,Diploma,NVQ Level 3,4.3,"Sinhala,English",Elderly care,All-around,Hourly,31038.0,Accepted
27,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.6,"Sinhala,English",Elderly care,Looking after,Full-day,51872.0,Accepted
43,Female,Colombo,Degree,NVQ Level 3,2.0,Sinhala,Patient care,All-around,Full-day,94168.0,Accepted
32,Male,Gampaha,Diploma,Diploma in Caregiving,3.0,"Sinhala,English",Disability care,Looking after,Half-day,27747.0,Accepted
47,Male,Kalutara,Diploma,NVQ Level 3,4.5,Sinhala,Patient care,All-around,Full-day,59596.0,Accepted
31,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,40832.0,Rejected
40,Female,Galle,Short Course,NVQ Level 3,3.5,"Sinhala,English",Elderly care,All-around,Full-day,40677.0,Accepted
33,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,51873.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,62356.0,Accepted
32,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",4.0,"Sinhala,English",Elderly care,Looking after,Half-day,4972.0,Accepted
25,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,57624.0,Rejected
29,Male,Galle,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,All-around,Full-day,15999.0,Accepted
29,Male,Colombo,Short Course,Short caregiving course,3.5,"Sinhala,English",Elderly care,Looking after,Live-in,50050.0,Accepted
49,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Half-day,2446.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,80909.0,Rejected
29,Female,Colombo,Diploma,"First Aid Certificate,Diploma in Caregiving",1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,78780.0,Accepted
38,Male,Colombo,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Half-day,84619.0,Accepted
36,Female,Gampaha,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,29915.0,Accepted
43,Male,Matara,Diploma/Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,44344.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,55419.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,52498.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,45003.0,Rejected
33,Male,Matara,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,24602.0,Rejected
26,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,49945.0,Accepted
24,Male,Gampaha,Diploma,Diploma in Caregiving,2.4,"Sinhala,English",Disability care,Looking after,Half-day,34178.0,Accepted
36,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,35104.0,Rejected
25,Female,Kegalle,Diploma,Diploma in Caregiving,1.0,"Sinhala,English",Elderly care,Unknown,Half-day,13154.0,Accepted
22,Female,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,42174.0,Rejected
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Hourly,45223.0,Rejected
39,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,10294.0,Accepted
32,Male,Monaragala,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Hourly,5416.0,Accepted
39,Male,Colombo,Secondary,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English",Elderly care,Looking after,Half-day,113296.0,Accepted
31,Male,Kurunegala,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Hourly,19561.0,Accepted
44,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Disability care,Looking after,Half-day,50898.0,Accepted
