Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
31,Male,Matara,Diploma,NVQ Level 3,4.8,"Sinhala,English",Elderly care,Looking after,Hourly,63270.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,68984.0,Accepted
35,Female,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,32915.0,Rejected
36,Male,Colombo,Diploma/Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,66754.0,Accepted
41,Female,Gampaha,Short Course,Diploma in Caregiving,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,26354.0,Accepted
25,Male,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
51,Male,Colombo,Short Course,Short caregiving course,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,29899.0,Accepted
32,Male,Gampaha,Degree,NVQ Level 3,2.3,"Sinhala,English,Tamil",Patient care,Supervising,Full-day,35804.0,Accepted
38,Male,Colombo,Short Course,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Live-in,57992.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Half-day,66019.0,Accepted
38,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,84405.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,43473.0,Rejected
57,Male,Colombo,Secondary/Short Course,Short caregiving course,2.9,"Sinhala,English",Elderly care,Looking after,Live-in,25866.0,Accepted
42,Male,Vavuniya,Short Course,Short caregiving course,2.3,"Sinhala,English",Disability care,Looking after,Full-day,56709.0,Accepted
46,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,32213.0,Accepted
46,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,47750.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,32302.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,All-around,Full-day,0.0,Rejected
40,Male,Colombo,Short Course,Short caregiving course,2.2,"Sinhala,English",Elderly care,Looking after,Half-day,54163.0,Accepted
25,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,2310.0,Accepted
47,Male,Colombo,Short Course,Short caregiving course,2.5,"Sinhala,English",Elderly care,Looking after,Half-day,33529.0,Accepted
45,Male,Colombo,Short Course,Short caregiving course,5.5,"Sinhala,English",Disability care,Looking after,Half-day,55108.0,Accepted
27,Female,Puttalam,Diploma,Diploma in Caregiving,0.2,"Sinhala,English",Disability care,Unknown,Half-day,16062.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,0.0,Rejected
26,Female,Gampaha,Short Course,Diploma in Caregiving,0.9,"Sinhala,English",Disability care,Looking after,Half-day,29974.0,Accepted
38,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,60650.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,43259.0,Accepted
36,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.3,"Sinhala,English",Elderly care,Looking after,Half-day,52811.0,Accepted
26,Male,Colombo,Short Course,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Half-day,25519.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Half-day,97779.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Half-day,78413.0,Accepted
26,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,74883.0,Accepted
41,Male,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,88135.0,Accepted
39,Male,Jaffna,Diploma/Short Course,NVQ Level 3,1.8,"Sinhala,English",Disability care,"Looking after,Supervising",Half-day,0.0,Accepted
35,Male,Colombo,Short Course,Short caregiving course,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,73876.0,Accepted
40,Male,Colombo,Diploma/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Live-in,96694.0,Accepted
40,Male,Kegalle,Diploma,NVQ Level 3,4.3,"Sinhala,English",Elderly care,All-around,Full-day,39902.0,Accepted
28,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,7318.0,Rejected
37,Female,Gampaha,Short Course,"NVQ Level 4,Diploma in Caregiving",2.9,"Sinhala,English",Disability care,Looking after,Half-day,69131.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,50006.0,Accepted
41,Male,Kegalle,Diploma,NVQ Level 3,4.4,"Sinhala,English",Disability care,Supervising,Full-day,35350.0,Accepted
44,Male,Colombo,Degree,NVQ Level 3,2.5,"Sinhala,English",Elderly care,Looking after,Full-day,74246.0,Accepted
44,Female,Vavuniya ,Diploma,NVQ Level 2,6.2,"Sinhala,Tamil","Palliative care,Domestic support",Supervising,Full-day,108488.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,11159.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,52152.0,Accepted
35,Male,Gampaha,Diploma/Short Course,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,18812.0,Accepted
46,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English",Elderly care,Looking after,Half-day,90123.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,45494.0,Rejected
42,Female,Ratnapura,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Full-day,34164.0,Accepted
35,Female,Colombo,Short Course,Diploma in Caregiving,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,55237.0,Accepted
23,Female,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,36444.0,Accepted
42,Male,Colombo,Short Course,NVQ Level 3,2.4,"Sinhala,English",Disability care,Looking after,Half-day,21863.0,Accepted
52,Female,Colombo,Secondary,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,67279.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,54311.0,Rejected
39,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,965.0,Rejected
27,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,83731.0,Accepted
31,Male,Puttalam,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,21530.0,Rejected
41,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.0,Sinhala,Child care,Looking after,Half-day,31378.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,36095.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,30738.0,Rejected
44,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,18983.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,46765.0,Rejected
33,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,69941.0,Accepted
46,Male,Colombo,Short Course,Short caregiving course,2.9,"Sinhala,English",Disability care,Looking after,Half-day,38101.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,4.7,"Sinhala,English",Elderly care,Looking after,Half-day,50232.0,Accepted
58,Male,Monaragala,Secondary/Short Course,Short caregiving course,5.4,"Sinhala,English",Elderly care,Looking after,Live-in,24057.0,Accepted
37,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,47910.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Patient care,Looking after,Full-day,61343.0,Accepted
28,Female,Kalutara,Degree,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,73149.0,Accepted
49,Male,Colombo,Secondary/Short Course,Short caregiving course,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,48742.0,Accepted
36,Female,Kalutara,Diploma/Short Course,"First Aid Certificate,Diploma in Caregiving",0.6,"Sinhala,English",Elderly care,Looking after,Half-day,40657.0,Accepted
47,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,25621.0,Accepted
34,Male,Colombo,Short Course,Short caregiving course,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,63273.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Half-day,62342.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,8276.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,66649.0,Accepted
47,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.1,"Sinhala,English",Child care,Looking after,Half-day,40941.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,37218.0,Rejected
29,Female,Puttalam,Diploma,NVQ Level 3,0.4,"Sinhala,English",Domestic support,Looking after,Half-day,32473.0,Rejected
23,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,47434.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,32229.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,48527.0,Rejected
31,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,39895.0,Accepted
54,Male,Monaragala,Secondary/Short Course,NVQ Level 3,6.2,"Sinhala,English","Elderly care,Disability care",Looking after,Live-in,66719.0,Accepted
25,Male,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Disability care,Looking after,Half-day,17758.0,Accepted
31,Male,Gampaha,Short Course,Short caregiving course,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,67352.0,Accepted
39,Male,Gampaha,Diploma/Short Course,NVQ Level 3,0.9,"Sinhala,English",Disability care,Looking after,Half-day,46652.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,Looking after,Full-day,63377.0,Rejected
22,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,33234.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Hourly,26900.0,Accepted
27,Female,Gampaha,Short Course,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,24417.0,Accepted
40,Male,Colombo,Diploma/Short Course,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,35996.0,Accepted
40,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,70770.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,30139.0,Rejected
43,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Elderly care,Looking after,Half-day,76813.0,Accepted
55,Male,Matara,Secondary/Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Live-in,46697.0,Accepted
28,Female,Puttalam,Diploma,NVQ Level 3,0.6,"Sinhala,English",Domestic support,Unknown,Full-day,13748.0,Rejected
32,Male,Gampaha,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,45506.0,Accepted
32,Male,Kalutara,Diploma,NVQ Level 3,1.2,"Sinhala,English",Disability care,Looking after,Half-day,30093.0,Accepted
29,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
31,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,51305.0,Accepted
25,Male,Gampaha,Short Course,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,53863.0,Rejected
36,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,48868.0,Accepted
40,Male,Gampaha,Short Course,NVQ Level 3,0.1,"Sinhala,English",Disability care,Looking after,Half-day,26422.0,Accepted
43,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,40831.0,Accepted
27,Male,Gampaha,Short Course,Diploma in Caregiving,2.7,"Sinhala,English",Disability care,Looking after,Half-day,41157.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,53364.0,Accepted
33,Female,Ratnapura,Diploma,NVQ Level 3,0.7,"Sinhala,English",Patient care,All-around,Full-day,50687.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,57971.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,74302.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,15512.0,Rejected
41,Female,Colombo,Short Course,Short caregiving course,0.1,"Sinhala,English",Disability care,Looking after,Half-day,35459.0,Accepted
44,Male,Gampaha,Diploma/Short Course,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
34,Female,Colombo,Short Course,Short caregiving course,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,108508.0,Accepted
58,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Child care,Looking after,Half-day,56019.0,Accepted
51,Female,Colombo,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Full-day,70528.0,Accepted
20,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,80981.0,Rejected
39,Female,Colombo,Secondary,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,37204.0,Rejected
28,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
41,Female,Colombo,Short Course,Short caregiving course,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,64495.0,Accepted
32,Male,Gampaha,Diploma,Diploma in Caregiving,0.0,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
29,Male,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
41,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Live-in,74851.0,Accepted
50,Male,Colombo,Secondary/Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Half-day,57988.0,Accepted
26,Male,Kurunegala,Diploma,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Hourly,41795.0,Accepted
55,Male,Matara,Secondary/Short Course,Short caregiving course,2.5,"Sinhala,English",Elderly care,Looking after,Live-in,60281.0,Accepted
32,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,14893.0,Accepted
47,Male,Kegalle,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Disability care,Looking after,Half-day,25194.0,Accepted
46,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,85367.0,Accepted
49,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",5.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54601.0,Accepted
46,Female,Colombo,Diploma,NVQ Level 4,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,61392.0,Accepted
52,Female,Vavuniya ,Diploma,"NVQ Level 4,Diploma in Caregiving",4.9,"Sinhala,English","Palliative care,Domestic support",All-around,Full-day,96977.0,Accepted
35,Male,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Patient care,Looking after,Full-day,48363.0,Accepted
39,Female,Colombo,Secondary,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,22112.0,Rejected
52,Female,Ratnapura,Diploma,NVQ Level 3,2.5,"Sinhala,English",Patient care,Supervising,Full-day,40680.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,20645.0,Rejected
30,Female,Colombo,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,7910.0,Rejected
28,Male,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,21245.0,Accepted
46,Male,Matara,Secondary/Short Course,Short caregiving course,4.4,"Sinhala,English",Elderly care,Looking after,Live-in,39601.0,Accepted
41,Male,Colombo,Diploma,NVQ Level 3,3.9,"Sinhala,English",Patient care,Looking after,Full-day,76755.0,Accepted
37,Male,Matara,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,34322.0,Accepted
33,Female,Colombo,Secondary,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,68254.0,Rejected
30,Male,Colombo,Short Course,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Half-day,34440.0,Accepted
25,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,73584.0,Rejected
41,Male,Colombo,Diploma,Short caregiving course,4.7,"Sinhala,English",Elderly care,Looking after,Full-day,73950.0,Accepted
40,Male,Kurunegala,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,All-around,Hourly,49324.0,Accepted
38,Male,Matara,Diploma,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Hourly,12583.0,Accepted
40,Male,Colombo,Secondary/Short Course,NVQ Level 3,5.1,"Sinhala,English",Elderly care,Looking after,Half-day,40375.0,Accepted
40,Male,Kalutara,Diploma,NVQ Level 3,4.3,"Sinhala,English",Disability care,All-around,Full-day,0.0,Accepted
33,Male,Monaragala,Diploma,NVQ Level 3,5.1,"Sinhala,English",Elderly care,Looking after,Hourly,8763.0,Accepted
29,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,11446.0,Accepted
49,Male,Monaragala,Diploma,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
36,Male,Colombo,Short Course,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Half-day,56945.0,Accepted
37,Male,Vavuniya,Diploma,Short caregiving course,4.2,"Sinhala,English","Elderly care,Disability care,Domestic support",All-around,Full-day,56633.0,Accepted
25,Female,Gampaha,Diploma,Diploma in Caregiving,2.8,"Sinhala,English",Domestic support,Unknown,Full-day,42745.0,Accepted
25,Female,Hambantota,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Unknown,Half-day,4521.0,Rejected
49,Female,Colombo,Short Course,Diploma in Caregiving,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53155.0,Accepted
29,Male,Kegalle,Diploma,NVQ Level 3,0.5,"Sinhala,English",Domestic support,Supervising,Hourly,38024.0,Rejected
21,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,51842.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,23873.0,Accepted
49,Male,Jaffna,Diploma,NVQ Level 3,3.7,"Sinhala,English",Disability care,All-around,Full-day,33269.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,36497.0,Accepted
38,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English",Elderly care,Looking after,Full-day,35450.0,Accepted
37,Male,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Half-day,67342.0,Accepted
24,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,44540.0,Rejected
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,73455.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,57375.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,54045.0,Rejected
31,Male,Gampaha,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Half-day,17553.0,Accepted
41,Male,Colombo,Secondary/Diploma,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Half-day,64695.0,Accepted
32,Male,Matara,Secondary,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Elderly care,Looking after,Hourly,19138.0,Accepted
51,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,76961.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,46749.0,Accepted
37,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,96152.0,Accepted
32,Male,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,29472.0,Rejected
46,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",4.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,49551.0,Accepted
45,Female,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",1.4,"Sinhala,English",Elderly care,Looking after,Half-day,71155.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Hourly,31025.0,Accepted
32,Male,Colombo,Secondary,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,4052.0,Accepted
30,Male,Jaffna,Diploma,NVQ Level 3,2.4,"Sinhala,English",Patient care,Supervising,Hourly,37871.0,Accepted
34,Male,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
30,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",3.9,"Sinhala,English",Elderly care,All-around,Full-day,65965.0,Accepted
35,Male,Colombo,Short Course,Short caregiving course,3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Hourly,61395.0,Accepted
37,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Elderly care,Looking after,Full-day,75765.0,Accepted
30,Male,Kurunegala,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Hourly,36864.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,34985.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,31801.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,34481.0,Accepted
39,Male,Kegalle,Diploma,NVQ Level 3,3.5,"Sinhala,English",Disability care,Supervising,Full-day,27785.0,Accepted
43,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,3593.0,Accepted
33,Male,Gampaha,Degree,Diploma in Caregiving,2.3,"Sinhala,English",Disability care,Looking after,Full-day,13467.0,Accepted
23,Female,Puttalam,Short Course,Diploma in Caregiving,0.0,"Sinhala,English","Elderly care,Disability care,Patient care,Palliative care,Domestic support",Looking after,Half-day,37697.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,66634.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 4,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,28752.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,16582.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,42654.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,82786.0,Accepted
40,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",2.7,"Sinhala,English","Palliative care,Domestic support",All-around,Half-day,33454.0,Accepted
30,Male,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
32,Male,Matara,Diploma,NVQ Level 3,4.3,"Sinhala,English",Elderly care,Looking after,Hourly,178.0,Accepted
52,Male,Colombo,Secondary/Short Course,NVQ Level 3,4.2,"Sinhala,English",Elderly care,All-around,Live-in,70429.0,Accepted
40,Male,Colombo,Diploma,NVQ Level 3,3.8,"Sinhala,English",Patient care,Looking after,Full-day,65475.0,Accepted
43,Female,Colombo,Short Course,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,78420.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75737.0,Accepted
48,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,3854.0,Accepted
30,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
48,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Disability care,Looking after,Half-day,46327.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,15194.0,Rejected
36,Female,Colombo,Short Course,NVQ Level 3,2.8,"Sinhala,English",Elderly care,All-around,Half-day,76326.0,Accepted
