Age,Gender,District,Educational_Level,Qualifications,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Desicion
45,Male,Matara,Secondary,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,27026.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,3211.0,Accepted
23,Male,Matara,Secondary,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,2584.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,All-around,Half-day,62299.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,54860.0,Accepted
40,Female,Colombo,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English",Elderly care,Looking after,Half-day,51345.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,75033.0,Rejected
43,Male,Colombo,Degree,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,72205.0,Accepted
40,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English",Disability care,Looking after,Half-day,36466.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,57972.0,Rejected
44,Male,Colombo,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",2.0,"Sinhala,English",Elderly care,All-around,Live-in,67374.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 4,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,32656.0,Rejected
48,Male,Colombo,Diploma/Short Course,"NVQ Level 3,NVQ Level 4",0.9,"Sinhala,English",Elderly care,Looking after,Full-day,11537.0,Accepted
40,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,55165.0,Accepted
42,Male,Colombo,Secondary/Short Course,Short caregiving course,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,76384.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",,All-around,Half-day,71653.0,Rejected
37,Female,Gampaha,Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,57993.0,Accepted
33,Male,Colombo,Degree,Short caregiving course,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,82002.0,Accepted
26,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,32613.0,Accepted
23,Female,Galle,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,56388.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Full-day,51950.0,Accepted
43,Male,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,29981.0,Accepted
28,Female,Colombo,Short Course,Short caregiving course,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,58583.0,Accepted
40,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54259.0,Accepted
40,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English",Patient care,Looking after,Half-day,60894.0,Accepted
31,Female,Colombo,Degree,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,29078.0,Rejected
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,53084.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,37084.0,Rejected
42,Male,Matara,Secondary/Short Course,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,3952.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,65224.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,4.3,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,79837.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,21622.0,Rejected
29,Female,Colombo,Short Course,NVQ Level 3,1.6,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,83937.0,Accepted
33,Male,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English",Elderly care,Looking after,Half-day,44864.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,,,50658.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,16902.0,Rejected
22,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,8532.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,35966.0,Rejected
40,Male,Colombo,Secondary,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Full-day,32666.0,Accepted
36,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,22972.0,Accepted
44,Female,Colombo,Degree,Short caregiving course,3.5,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,83013.0,Accepted
56,Male,Colombo,Secondary/Diploma,Short caregiving course,3.5,"Sinhala,English",Elderly care,Looking after,Full-day,83697.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,72201.0,Rejected
43,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",2.9,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,47474.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Half-day,45361.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,27846.0,Rejected
27,Female,Colombo,Short Course,Short caregiving course,3.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,43210.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,67921.0,Rejected
30,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Child care,All-around,Half-day,76083.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,42808.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,8975.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,1.1,"Sinhala,English",Elderly care,,,41844.0,Accepted
28,Female,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,77405.0,Rejected
30,Female,Gampaha,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,73804.0,Accepted
47,Male,Colombo,Secondary/Short Course,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,12959.0,Accepted
28,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,53821.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,73516.0,Accepted
42,Male,Colombo,Secondary/Short Course,Short caregiving course,1.8,"Sinhala,English",Elderly care,Looking after,Full-day,23109.0,Accepted
30,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54640.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 4,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,12545.0,Rejected
28,Female,Ratnapura,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Hourly,8654.0,Rejected
25,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,57388.0,Rejected
30,Female,Puttalam,Degree,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Disability care,Patient care,Palliative care,Domestic support","Cooking + looking after,All-around care",Half-day,8580.0,Accepted
43,Male,Colombo,Degree,Short caregiving course,3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54143.0,Accepted
34,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52467.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,6866.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,39992.0,Accepted
44,Female,Colombo,Degree,NVQ Level 3,1.6,"Sinhala,English",Child care,Looking after,Half-day,46727.0,Accepted
49,Male,Matara,Secondary/Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,19074.0,Accepted
29,Female,Colombo,Degree,NVQ Level 4,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,37732.0,Accepted
32,Female,Colombo,Short Course,Short caregiving course,3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,27471.0,Accepted
35,Male,Matara,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,57893.0,Rejected
28,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,32763.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,78926.0,Rejected
38,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,39928.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,57648.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Full-day,30682.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,60841.0,Accepted
37,Female,Colombo,Diploma/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,32235.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,40774.0,Rejected
48,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,86333.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,13940.0,Rejected
33,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,69537.0,Accepted
45,Male,Colombo,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",4.6,"Sinhala,English",Disability care,Looking after,Live-in,72441.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,19856.0,Rejected
20,Female,Colombo,Short Course,Short caregiving course,2.9,"Sinhala,English","Disability care,Patient care",Looking after,Full-day,9630.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,40018.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,66970.0,Rejected
20,Female,Kurunegala,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,46477.0,Rejected
30,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Live-in,58645.0,Rejected
41,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English",Child care,Looking after,Half-day,61153.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,64805.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.7,Sinhala,Child care,Looking after,Half-day,76076.0,Accepted
23,Female,Puttalam,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,35740.0,Rejected
46,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,61810.0,Accepted
52,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,74538.0,Accepted
28,Female,Colombo,Diploma/Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,,,16632.0,Accepted
38,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,46730.0,Rejected
23,Female,Kurunegala,Diploma,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,28629.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,1.9,"Sinhala,English",Patient care,Looking after,Full-day,73712.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,62189.0,Accepted
34,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,17413.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,56520.0,Rejected
37,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
20,Female,Colombo,Diploma,Diploma in Caregiving,1.0,"Sinhala,English",Child care,Looking after,Half-day,56650.0,Accepted
23,Female,Hambantota,Degree,NVQ Level 3,0.6,"Sinhala,English",,,Full-day,406678.0,Rejected
41,Male,Matara,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,26640.0,Rejected
26,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,12224.0,Accepted
31,Male,Galle,Diploma,Short caregiving course,2.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,45957.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 4,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,50286.0,Rejected
43,Male,Colombo,Degree,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,27876.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,5.2,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,38173.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,31807.0,Rejected
30,Female,Colombo,Degree,NVQ Level 3,1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,38087.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,47610.0,Accepted
28,Female,Colombo,Diploma,Diploma in Caregiving,1.4,"Sinhala,English",Patient care,Looking after,Half-day,54860.0,Rejected
30,Female,Colombo,Diploma/Short Course,NVQ Level 3,1.5,"Sinhala,English",Elderly care,,,78177.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,45549.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,65928.0,Rejected
33,Female,Kalutara,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,23988.0,Rejected
52,Male,Colombo,Degree,NVQ Level 4,0.3,"Sinhala,English",Elderly care,All-around,Full-day,60092.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,64425.0,Rejected
31,Female,Kurunegala,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,28619.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,70773.0,Accepted
46,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.7,Sinhala,Child care,All-around,Half-day,107764.0,Accepted
41,Male,Colombo,Short Course,Short caregiving course,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,69703.0,Accepted
23,Male,Matara,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,41055.0,Rejected
22,Female,Kalutara,Diploma,"NVQ Level 4,Diploma in Caregiving",1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,67368.0,Accepted
31,Female,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Child care,All-around,Half-day,41037.0,Rejected
42,Male,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,52086.0,Accepted
24,Female,Colombo,Short Course,Short caregiving course,2.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,78463.0,Accepted
25,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.3,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,48086.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,52948.0,Rejected
41,Female,Colombo,Secondary,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Full-day,55461.0,Rejected
33,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37322.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,48432.0,Rejected
48,Male,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Live-in,34478.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,All-around,Full-day,18749.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,All-around,Full-day,33836.0,Rejected
27,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,29252.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,32378.0,Rejected
39,Female,Colombo,Degree,Short caregiving course,3.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41701.0,Accepted
23,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,54270.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,65923.0,Rejected
32,Female,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Patient care,All-around,Full-day,63781.0,Rejected
46,Female,Colombo,Degree,Short caregiving course,2.8,"Sinhala,English",Elderly care,Looking after,Full-day,56029.0,Accepted
25,Female,Galle,Diploma,NVQ Level 3,5.5,"Sinhala,English",Patient care,Looking after,Full-day,29877.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Patient care,All-around,Full-day,111211.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,64061.0,Rejected
28,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,29590.0,Rejected
33,Female,Colombo,Degree,NVQ Level 3,1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,46581.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Child care,Looking after,Full-day,15277.0,Rejected
40,Male,Colombo,Secondary/Short Course,Short caregiving course,1.0,"Sinhala,English",Elderly care,Looking after,Live-in,64063.0,Accepted
38,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,58843.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,52898.0,Rejected
40,Female,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,39015.0,Rejected
43,Female,Colombo,Short Course,Short caregiving course,3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,63920.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,23848.0,Rejected
43,Male,Colombo,Secondary/Short Course,Short caregiving course,4.2,"Sinhala,English",Elderly care,Looking after,Full-day,49705.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,79225.0,Rejected
33,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,26615.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,61953.0,Rejected
51,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,67409.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.0,Sinhala,Elderly care,Supervising,Full-day,20569.0,Rejected
28,Female,Kurunegala,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,88198.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Patient care,All-around,Full-day,80527.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,29933.0,Rejected
35,Female,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English",Child care,Looking after,Half-day,58341.0,Accepted
50,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,27915.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,51662.0,Rejected
28,Female,Colombo,Diploma,Diploma in Caregiving,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42435.0,Accepted
27,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English",Child care,Looking after,Half-day,67915.0,Accepted
21,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,54407.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Child care,Looking after,Half-day,74692.0,Accepted
24,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,2620.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,58104.0,Rejected
22,Female,Matara,Secondary,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,3241.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Child care,Looking after,Half-day,83878.0,Rejected
46,Male,Matara,Secondary/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Live-in,79707.0,Accepted
48,Male,Colombo,Degree,Short caregiving course,2.8,"Sinhala,English",Elderly care,Looking after,Full-day,61103.0,Accepted
27,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Patient care,All-around,Full-day,64864.0,Accepted
34,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Elderly care,Looking after,Half-day,44803.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Child care,Looking after,Half-day,47261.0,Accepted
26,Female,Kalutara,Short Course/Degree,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,28809.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,67708.0,Rejected
40,Male,Colombo,Secondary/Short Course,Short caregiving course,3.7,"Sinhala,English",Disability care,Looking after,Full-day,49098.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Full-day,36128.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,51440.0,Rejected
22,Female,Galle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Patient care,Looking after,Full-day,28333.0,Rejected
30,Female,Galle,Diploma,Diploma in Caregiving,0.0,"Sinhala,English",Patient care,All-around,Half-day,42629.0,Rejected
25,Female,Galle,Secondary,NVQ Level 3,0.9,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,11454.0,Accepted
29,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",1.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,62832.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Half-day,65949.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,62887.0,Rejected
28,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Cooking + looking after,Full-day,36035.0,Rejected
28,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,74109.0,Accepted
40,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,33680.0,Accepted
43,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Elderly care,Looking after,Full-day,79585.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,57990.0,Rejected
26,Female,Colombo,Diploma,Diploma in Caregiving,0.2,"Sinhala,English","Elderly care,Domestic support",Looking after,Half-day,40267.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,39584.0,Rejected
34,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,40585.0,Rejected
28,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,17984.0,Accepted
27,Female,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,35064.0,Rejected
42,Male,Matara,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,7697.0,Accepted
37,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English",Elderly care,Looking after,Half-day,42428.0,Accepted
39,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,64407.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,23560.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,15425.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,49620.0,Rejected
27,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,60864.0,Accepted
