Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,61439.0,Rejected
45,Male,Kalutara,Diploma,NVQ Level 3,4.2,"Sinhala,English",Disability care,Looking after,Half-day,28192.0,Accepted
42,Male,Galle,Diploma,Diploma in Caregiving,2.2,"Sinhala,English",Disability care,Unknown,Full-day,70259.0,Accepted
45,Female,Kalutara,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",1.2,"Sinhala,English",Child care,Looking after,Half-day,35757.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,21966.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,32931.0,Accepted
34,Female,Ratnapura,Diploma,NVQ Level 3,0.4,"Sinhala,English",Patient care,All-around,Half-day,52965.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,51369.0,Accepted
41,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,76256.0,Accepted
49,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,74436.0,Accepted
27,Male,Colombo,Short Course,Short caregiving course,4.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37627.0,Accepted
48,Female,Gampaha,Short Course,Diploma in Caregiving,0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,20063.0,Accepted
29,Male,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,10531.0,Accepted
39,Female,Kalutara,Degree,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,36275.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,32916.0,Rejected
20,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,37692.0,Rejected
42,Female,Colombo,Diploma,NVQ Level 3,1.3,Sinhala,Child care,Looking after,Full-day,0.0,Accepted
32,Female,Gampaha,Short Course,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53588.0,Accepted
38,Male,Colombo,Diploma,Short caregiving course,4.4,"Sinhala,English",Elderly care,Looking after,Half-day,4322.0,Accepted
38,Male,Gampaha,Diploma,Diploma in Caregiving,1.1,"Sinhala,English",Disability care,Looking after,Full-day,0.0,Accepted
39,Male,Colombo,Short Course,Short caregiving course,4.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,72833.0,Accepted
30,Male,Jaffna,Diploma,Diploma in Caregiving,2.3,"English,Tamil",Domestic support,All-around,Hourly,7029.0,Accepted
44,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,18225.0,Accepted
25,Male,Kegalle,Diploma,Diploma in Caregiving,0.9,"Sinhala,English",Disability care,Looking after,Half-day,28492.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,0.4,Sinhala,Elderly care,All-around,Full-day,53827.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,42054.0,Rejected
40,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,33779.0,Rejected
27,Male,Kalutara,Short Course,Diploma in Caregiving,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,3492.0,Accepted
41,Male,Gampaha,Diploma,Short caregiving course,3.7,"Sinhala,English",Disability care,Looking after,Full-day,86177.0,Accepted
34,Male,Colombo,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,69787.0,Accepted
29,Male,Gampaha,Diploma,NVQ Level 3,4.7,"Sinhala,English",Disability care,Looking after,Half-day,50255.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.7,Sinhala,Elderly care,Looking after,Half-day,71218.0,Accepted
23,Female,Colombo,Short Course,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Unknown,Half-day,9827.0,Accepted
45,Female,Colombo,Short Course,Diploma in Caregiving,1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,57232.0,Accepted
34,Male,Galle,Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,All-around,Full-day,67988.0,Accepted
34,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,38571.0,Accepted
39,Male,Kegalle,Diploma,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Full-day,0.0,Accepted
28,Female,Colombo,Secondary,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,49568.0,Rejected
27,Male,Kegalle,Diploma,Diploma in Caregiving,3.6,"Sinhala,English",Disability care,Supervising,Half-day,20708.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,41829.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Live-in,83719.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Hourly,73761.0,Rejected
26,Male,Ratnapura,Diploma,NVQ Level 3,3.0,"Sinhala,English",Patient care,Looking after,Half-day,23738.0,Accepted
27,Male,Ratnapura,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,Looking after,Half-day,46670.0,Accepted
29,Male,Kegalle,Diploma,NVQ Level 3,1.4,"Sinhala,English",Patient care,Supervising,Hourly,16713.0,Accepted
38,Female,Colombo,Short Course,NVQ Level 3,0.2,Sinhala,Elderly care,Looking after,Half-day,60219.0,Accepted
37,Male,Gampaha,Diploma,Short caregiving course,1.7,"Sinhala,English",Elderly care,Looking after,Live-in,46082.0,Accepted
37,Male,Galle,Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,All-around,Full-day,13656.0,Accepted
27,Male,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,37769.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,34720.0,Accepted
31,Male,Colombo,Degree,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Half-day,5332.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,8487.0,Accepted
38,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",4.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75582.0,Accepted
40,Female,Gampaha,Diploma,"First Aid Certificate,Diploma in Caregiving",0.8,"Sinhala,English",Disability care,Looking after,Half-day,44091.0,Accepted
37,Male,Kegalle,Diploma,Diploma in Caregiving,3.5,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,77000.0,Accepted
53,Male,Monaragala,Diploma,Short caregiving course,3.3,"Sinhala,English",Elderly care,Looking after,Live-in,32543.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Domestic support",All-around,Full-day,56972.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,53231.0,Rejected
42,Male,Kalutara,Degree,NVQ Level 3,4.7,"Sinhala,English",Disability care,Looking after,Half-day,32168.0,Accepted
33,Male,Matara,Secondary,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Live-in,14293.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,41974.0,Accepted
53,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",1.9,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,116820.0,Accepted
46,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,33881.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Cooking + looking after,Full-day,55724.0,Rejected
44,Female,Colombo,Diploma,NVQ Level 3,0.7,Sinhala,Elderly care,All-around,Full-day,44379.0,Rejected
44,Male,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Live-in,45454.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",5.2,"Sinhala,English",Patient care,Looking after,Full-day,98484.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.2,Sinhala,Elderly care,Looking after,Full-day,71921.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,66300.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,20700.0,Accepted
41,Female,Colombo,Short Course,NVQ Level 3,3.9,"Sinhala,English",Elderly care,All-around,Full-day,32026.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,66008.0,Accepted
41,Male,Galle,Diploma,NVQ Level 3,1.6,"Sinhala,English",Patient care,All-around,Full-day,36867.0,Accepted
27,Female,Colombo,Short Course,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29428.0,Accepted
33,Male,Ratnapura,Diploma,NVQ Level 3,2.8,"Sinhala,English",Patient care,Looking after,Hourly,25544.0,Accepted
37,Male,Matara,Secondary/Short Course,Short caregiving course,0.0,"Sinhala,English",Elderly care,Looking after,Live-in,34721.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English","Patient care,Palliative care",Supervising,Hourly,19986.0,Rejected
30,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,69312.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,37680.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,11991.0,Rejected
29,Male,Ratnapura,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,Looking after,Half-day,54957.0,Accepted
25,Male,Colombo,Secondary/Short Course,NVQ Level 3,2.1,Sinhala,Elderly care,Looking after,Live-in,11034.0,Accepted
31,Male,Kegalle,Diploma,Diploma in Caregiving,1.3,"Sinhala,English",Disability care,Unknown,Half-day,40677.0,Accepted
38,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.0,"Sinhala,English",Elderly care,Looking after,Full-day,55593.0,Accepted
20,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,43966.0,Rejected
29,Male,Kegalle,Degree,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52971.0,Accepted
30,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English",Elderly care,Looking after,Full-day,90511.0,Accepted
26,Male,Kalutara,Degree,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,13036.0,Accepted
37,Female,Ratnapura,Degree,"NVQ Level 3,First Aid Certificate",4.5,"Sinhala,English",Patient care,Looking after,Half-day,64047.0,Accepted
25,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,32593.0,Accepted
35,Male,Galle,Diploma,Diploma in Caregiving,3.6,"Sinhala,English",Disability care,All-around,Full-day,13688.0,Accepted
28,Male,Kalutara,Diploma,NVQ Level 3,0.2,"Sinhala,English",Disability care,Looking after,Half-day,41138.0,Accepted
56,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,32947.0,Accepted
33,Male,Galle,Secondary/Short Course,NVQ Level 3,0.8,Sinhala,Elderly care,All-around,Live-in,67253.0,Accepted
45,Female,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Patient care,Looking after,Full-day,55406.0,Accepted
29,Male,Kurunegala,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
49,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,78581.0,Accepted
21,Male,Kurunegala,Degree,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Half-day,35763.0,Accepted
49,Male,Ratnapura,Degree,Short caregiving course,3.2,"Sinhala,English",Patient care,Looking after,Full-day,44749.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,73306.0,Rejected
26,Female,Gampaha,Short Course,Diploma in Caregiving,0.9,"Sinhala,English",Disability care,Looking after,Half-day,13906.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,56438.0,Rejected
29,Female,Gampaha,Short Course,Diploma in Caregiving,1.5,"Sinhala,English",Disability care,Looking after,Half-day,11378.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,47263.0,Rejected
49,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",6.0,"Sinhala,English",Elderly care,Looking after,Half-day,46836.0,Accepted
29,Male,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,42326.0,Accepted
44,Male,Gampaha,Diploma,Short caregiving course,4.1,"Sinhala,English",Elderly care,All-around,Full-day,45529.0,Accepted
56,Female,Kandy,Degree,"NVQ Level 3,First Aid Certificate",5.4,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,81426.0,Accepted
37,Female,Gampaha,Short Course,Diploma in Caregiving,1.0,"Sinhala,English",Disability care,Looking after,Half-day,43029.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,92067.0,Rejected
40,Male,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",2.7,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,52766.0,Accepted
30,Male,Kalutara,Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Hourly,12318.0,Accepted
57,Female,Colombo,Short Course,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Unknown,Half-day,17669.0,Accepted
33,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,82555.0,Accepted
52,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,All-around,Full-day,56701.0,Accepted
45,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",6.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,85965.0,Accepted
20,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Live-in,66389.0,Accepted
35,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,30315.0,Accepted
27,Male,Gampaha,Degree,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,2698.0,Accepted
30,Male,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,34000.0,Accepted
50,Male,Monaragala,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,All-around,Live-in,0.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,12088.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Full-day,68302.0,Accepted
27,Female,Colombo,Short Course,Diploma in Caregiving,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,55219.0,Accepted
31,Male,Kalutara,Diploma,NVQ Level 3,3.3,"Sinhala,English",Disability care,Looking after,Full-day,81864.0,Accepted
48,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.3,"Sinhala,English",Elderly care,Looking after,Full-day,68950.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
41,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,36800.0,Accepted
33,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English",Elderly care,Looking after,Half-day,68318.0,Accepted
41,Female,Kalutara,Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,23296.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,1.5,"Sinhala,English",Child care,Looking after,Full-day,72904.0,Accepted
47,Female,Colombo,Diploma,NVQ Level 3,0.9,Sinhala,Child care,Looking after,Half-day,61000.0,Accepted
46,Female,Gampaha,Short Course,Diploma in Caregiving,0.6,"Sinhala,English",Disability care,Looking after,Half-day,49525.0,Accepted
40,Male,Matara,Diploma/Short Course,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,1935.0,Accepted
50,Male,Gampaha,Diploma,Short caregiving course,2.3,"Sinhala,English",Disability care,Looking after,Half-day,19398.0,Accepted
40,Male,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,41147.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.9,"Sinhala,English",Elderly care,Looking after,Full-day,58454.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,38164.0,Accepted
37,Male,Colombo,Diploma,Short caregiving course,3.5,"Sinhala,English",Patient care,Looking after,Half-day,59526.0,Accepted
45,Male,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,34016.0,Accepted
39,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",2.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,81860.0,Accepted
23,Female,Ratnapura,Diploma,Diploma in Caregiving,2.4,"Sinhala,English",Disability care,Looking after,Half-day,22047.0,Accepted
26,Female,Gampaha,Short Course,Diploma in Caregiving,0.9,"Sinhala,English",Disability care,Looking after,Half-day,54203.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,84107.0,Rejected
42,Male,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Full-day,27095.0,Accepted
51,Male,Gampaha,Diploma,Short caregiving course,3.5,"Sinhala,English",Disability care,Looking after,Live-in,34750.0,Accepted
36,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",4.4,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,65307.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,11021.0,Rejected
35,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,25933.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Hourly,34653.0,Rejected
44,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61624.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,2.1,"Sinhala,English","Elderly care,Domestic support",All-around,Full-day,83769.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52764.0,Accepted
25,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,34993.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,30300.0,Accepted
49,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,53265.0,Rejected
31,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,66488.0,Accepted
22,Male,Ratnapura,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Hourly,30028.0,Rejected
41,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,38953.0,Accepted
40,Female,Galle,Diploma,NVQ Level 3,0.1,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,51790.0,Accepted
31,Male,Kurunegala,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Hourly,23812.0,Accepted
53,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.6,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,54170.0,Accepted
45,Female,Colombo,Short Course,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,All-around,Half-day,69310.0,Accepted
31,Male,Kalutara,Degree,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,37990.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,48303.0,Accepted
46,Male,Jaffna,Diploma,NVQ Level 3,4.6,"Sinhala,English",Disability care,Looking after,Half-day,26742.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Child care,Looking after,Half-day,43875.0,Accepted
28,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,24679.0,Accepted
38,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,47359.0,Accepted
26,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,38863.0,Rejected
46,Male,Matara,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,65453.0,Accepted
32,Male,Kegalle,Diploma,NVQ Level 3,4.0,"Sinhala,English",Palliative care,Looking after,Hourly,11472.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,62125.0,Rejected
41,Female,Galle,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,60460.0,Rejected
40,Male,Colombo,Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Half-day,26286.0,Accepted
32,Male,Kalutara,Degree,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,52771.0,Accepted
25,Male,Ratnapura,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,Supervising,Hourly,21133.0,Rejected
48,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",4.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53577.0,Accepted
40,Female,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",2.1,"Sinhala,English",Patient care,Looking after,Half-day,78156.0,Accepted
46,Female,Gampaha,Diploma,"First Aid Certificate,Diploma in Caregiving",4.8,"Sinhala,English",Disability care,Looking after,Half-day,26020.0,Accepted
29,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Half-day,43293.0,Accepted
48,Male,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Live-in,0.0,Accepted
30,Male,Ratnapura,Diploma,NVQ Level 3,5.4,"Sinhala,English",Patient care,Looking after,Hourly,47107.0,Accepted
34,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Child care,Looking after,Half-day,52423.0,Accepted
50,Male,Monaragala,Diploma,NVQ Level 3,4.5,"Sinhala,English","Elderly care,Disability care",All-around,Full-day,38805.0,Accepted
33,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,46789.0,Rejected
37,Male,Kalutara,Secondary/Diploma,NVQ Level 3,4.3,Sinhala,"Elderly care,Disability care",Looking after,Live-in,19180.0,Accepted
38,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.3,"Sinhala,English",Child care,Looking after,Half-day,33432.0,Accepted
24,Male,Kegalle,Diploma,NVQ Level 3,0.4,"Sinhala,English",Domestic support,Supervising,Hourly,657.0,Accepted
44,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English",Elderly care,Looking after,Half-day,9682.0,Accepted
25,Male,Hambantota,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Hourly,22163.0,Rejected
31,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,32161.0,Accepted
31,Female,Gampaha,Diploma,"First Aid Certificate,Diploma in Caregiving",1.1,"Sinhala,English",Disability care,Looking after,Half-day,47903.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,21672.0,Accepted
27,Male,Gampaha,Diploma,Diploma in Caregiving,0.5,"Sinhala,English",Disability care,Looking after,Half-day,13326.0,Accepted
20,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,34583.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,74007.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,3192.0,Accepted
31,Male,Gampaha,Diploma,NVQ Level 3,3.5,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
35,Male,Kalutara,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
48,Male,Gampaha,Diploma,NVQ Level 3,3.1,"Sinhala,English",Disability care,Looking after,Half-day,62038.0,Accepted
24,Female,Kalutara,Degree,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,29377.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,70690.0,Accepted
28,Male,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,52064.0,Rejected
45,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Child care,Looking after,Half-day,18779.0,Accepted
30,Female,Gampaha,Degree,NVQ Level 3,3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
44,Female,Kalutara,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",0.4,"Sinhala,English",Child care,Looking after,Half-day,68651.0,Accepted
43,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Patient care,Looking after,Half-day,50508.0,Accepted
28,Female,Kegalle,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,47891.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,63614.0,Rejected
